Source,Target,Type,Id,Label,timeset,Weight,e_weight,e_crawldate
n24572,n21630,Directed,190524,,,30,6,20191024
n15195,n21631,Directed,190529,,,111,31,20191001
n21631,n21631,Directed,190532,,,48,16,20191012
n40472,n21633,Directed,190535,,,6,6,20191020
n4014,n21634,Directed,190536,,,52,26,20191012
n21634,n21634,Directed,190538,,,311,38,20190930
n5938,n21635,Directed,190546,,,39,13,20191012
n6356,n21636,Directed,190549,,,46,46,20191030
n7627,n21636,Directed,190550,,,8,8,20190930
n11503,n21636,Directed,190551,,,30,6,20191111
n13075,n21636,Directed,190553,,,38,6,20191024
n14997,n21636,Directed,190556,,,236,20,20191112
n16982,n21636,Directed,190560,,,6,6,20191012
n17772,n21636,Directed,190561,,,44,44,20191030
n17859,n21636,Directed,190562,,,21,21,20191111
n20964,n21636,Directed,190563,,,497,18,20191031
n24045,n21636,Directed,190571,,,182,6,20191009
n25358,n21636,Directed,190576,,,643,29,20191031
n26776,n21636,Directed,190579,,,84,14,20191012
n28733,n21636,Directed,190585,,,130,130,20190930
n34503,n21636,Directed,190586,,,59,25,20191030
n35373,n21636,Directed,190588,,,7,7,20191030
n36006,n21636,Directed,190589,,,78,39,20191020
n39148,n21636,Directed,190591,,,151,6,20191102
n38013,n21637,Directed,190595,,,10,10,20191024
n37894,n21638,Directed,190596,,,18,6,20191102
n9465,n21639,Directed,190599,,,1034,47,20190930
n435,n21640,Directed,190607,,,80,16,20190930
n1491,n21640,Directed,190610,,,8,8,20191102
n12075,n21640,Directed,190611,,,253,9,20191009
n12391,n21640,Directed,190620,,,17,17,20191111
n13054,n21640,Directed,190621,,,65,6,20191012
n15680,n21640,Directed,190630,,,19,6,20191012
n20810,n21640,Directed,190633,,,71,8,20191001
n21452,n21640,Directed,190641,,,270,14,20190930
n21770,n21640,Directed,190649,,,1109,7,20191008
n22386,n21640,Directed,190660,,,173,17,20191001
n22458,n21640,Directed,190668,,,75,6,20191024
n26346,n21640,Directed,190676,,,126,12,20191111
n32018,n21640,Directed,190684,,,285,32,20191111
n32067,n21640,Directed,190692,,,96,9,20190930
n32522,n21640,Directed,190701,,,54,6,20191020
n35407,n21640,Directed,190709,,,63,9,20191012
n38046,n21640,Directed,190716,,,20,6,20191102
n39274,n21640,Directed,190719,,,30,7,20191024
n21641,n21641,Directed,190723,,,18,9,20191020
n25443,n21641,Directed,190725,,,24,8,20191025
n11827,n21642,Directed,190728,,,108,18,20191030
n17328,n21643,Directed,190734,,,78,8,20191012
n21644,n21644,Directed,190742,,,154,154,20191102
n21645,n21645,Directed,190743,,,62,62,20191112
n22558,n21646,Directed,190744,,,21,21,20191025
n33333,n21647,Directed,190745,,,12,6,20191008
n4763,n21650,Directed,190747,,,12,12,20191008
n26498,n21650,Directed,190748,,,16,16,20191111
n21648,n21648,Directed,190749,,,300,50,20191020
n23631,n21649,Directed,190755,,,152,19,20191012
n1943,n21651,Directed,190763,,,14,7,20191114
n21652,n21652,Directed,190765,,,90,90,20191008
n9538,n21653,Directed,190766,,,6,6,20191008
n15737,n21654,Directed,190767,,,29,29,20191001
n29233,n21655,Directed,190768,,,220,6,20190930
n38293,n21656,Directed,190777,,,72,8,20191030
n36398,n21657,Directed,190783,,,60,6,20191102
n7703,n21658,Directed,190790,,,11,11,20191030
n17529,n21659,Directed,190791,,,8,8,20191020
n21660,n21660,Directed,190792,,,63,9,20191111
n12359,n21661,Directed,190799,,,36,6,20191012
n21663,n21663,Directed,190805,,,1597,73,20191001
n2003,n21665,Directed,190813,,,63,7,20191008
n21666,n21666,Directed,190821,,,548,60,20191112
n21667,n21667,Directed,190823,,,280,280,20191102
n34168,n21668,Directed,190824,,,32,6,20191012
n24613,n21669,Directed,190827,,,27,9,20191001
n1943,n21670,Directed,190830,,,26,13,20191021
n3481,n21671,Directed,190832,,,8,8,20191030
n2918,n21672,Directed,190833,,,9,9,20191012
n28286,n21672,Directed,190834,,,6,6,20191012
n36418,n21672,Directed,190835,,,50,10,20191020
n21673,n21673,Directed,190839,,,1305,91,20191025
n16269,n21674,Directed,190847,,,18,18,20191111
n21675,n21675,Directed,190848,,,445,46,20191111
n14087,n21676,Directed,190855,,,12,6,20191008
n21677,n21677,Directed,190857,,,48,6,20191111
n3046,n21678,Directed,190865,,,8,8,20191012
n21679,n21679,Directed,190866,,,18,18,20191030
n2391,n21683,Directed,190867,,,175,25,20191008
n21680,n21680,Directed,190874,,,30,10,20191025
n21682,n21682,Directed,190877,,,288,34,20191009
n3357,n21684,Directed,190885,,,264,6,20191001
n16269,n21685,Directed,190893,,,20,6,20191025
n33240,n21686,Directed,190896,,,25,25,20191020
n1943,n21687,Directed,190897,,,9,9,20191004
n12805,n21688,Directed,190898,,,24,6,20191020
n19298,n21689,Directed,190902,,,128,6,20190930
n3038,n21690,Directed,190911,,,64,7,20191012
n12877,n21691,Directed,190919,,,130,130,20191024
n20630,n21692,Directed,190920,,,24,24,20191102
n1943,n21693,Directed,190921,,,15,15,20191002
n21693,n21693,Directed,190922,,,616,100,20191001
n21694,n21694,Directed,190928,,,18,9,20191020
n12719,n21695,Directed,190930,,,6,6,20190930
n33140,n21695,Directed,190931,,,10,10,20191012
n20114,n21696,Directed,190932,,,7,7,20191012
n23688,n21697,Directed,190933,,,118,6,20191009
n20679,n21698,Directed,190942,,,11,11,20191030
n3357,n21700,Directed,190943,,,30,6,20191111
n21700,n21700,Directed,190947,,,2845,320,20191030
n21833,n21701,Directed,190955,,,48,9,20191020
n25909,n21702,Directed,190959,,,7,7,20191111
n1943,n21703,Directed,190960,,,6,6,20191026
n21833,n21703,Directed,190961,,,32,14,20191001
n21704,n21704,Directed,190963,,,46,46,20191020
n5013,n21705,Directed,190964,,,54,9,20191012
n21706,n21706,Directed,190970,,,158,52,20191111
n5176,n21707,Directed,190973,,,48,6,20191102
n21707,n21707,Directed,190980,,,128,39,20191025
n39187,n21708,Directed,190982,,,27,6,20191008
n16269,n21709,Directed,190986,,,6,6,20191001
n5176,n21710,Directed,190987,,,48,6,20191102
n21711,n21711,Directed,190994,,,3526,146,20191030
n25443,n21711,Directed,191000,,,24,8,20191025
n21712,n21712,Directed,191003,,,175,25,20191111
n2469,n21713,Directed,191010,,,849,6,20191013
n4353,n21713,Directed,191021,,,27,6,20191102
n6210,n21713,Directed,191024,,,30,6,20191021
n6748,n21713,Directed,191028,,,2529,12,20191013
n7843,n21713,Directed,191040,,,390,6,20191013
n12224,n21713,Directed,191052,,,146957,40,20191101
n15971,n21713,Directed,191068,,,612,18,20190930
n20537,n21713,Directed,191077,,,3150,10,20191101
n26249,n21713,Directed,191086,,,78,6,20191012
n32675,n21713,Directed,191094,,,210,15,20191111
n38566,n21713,Directed,191102,,,127,9,20191111
n22558,n21714,Directed,191109,,,58,58,20191002
n5794,n21715,Directed,191110,,,45,22,20191012
n10941,n21716,Directed,191112,,,3529,115,20190930
n21716,n21716,Directed,191121,,,1398,167,20190930
n25534,n21716,Directed,191129,,,144,18,20191012
n21717,n21717,Directed,191137,,,33,11,20191013
n31823,n21718,Directed,191139,,,2177,21,20191001
n21719,n21719,Directed,191148,,,167,83,20191008
n12551,n21721,Directed,191150,,,12,12,20191102
n2298,n21722,Directed,191151,,,324,54,20191020
n21724,n21724,Directed,191157,,,1760,80,20190930
n30763,n21725,Directed,191165,,,13,13,20191002
n16269,n21726,Directed,191166,,,42,14,20191001
n21727,n21727,Directed,191169,,,357,89,20191024
n11868,n21728,Directed,191173,,,44,9,20191012
n22112,n21729,Directed,191177,,,24,6,20191020
n21730,n21730,Directed,191181,,,26,26,20191111
n2067,n21731,Directed,191182,,,34,6,20191012
n18004,n21732,Directed,191186,,,6,6,20191102
n12774,n21733,Directed,191187,,,16,8,20191102
n2630,n21734,Directed,191189,,,8,8,20191111
n21734,n21734,Directed,191190,,,672,91,20191111
n4621,n21735,Directed,191197,,,58,7,20191102
n1943,n21736,Directed,191204,,,65,6,20191003
n6682,n21736,Directed,191212,,,143,17,20191001
n18486,n21736,Directed,191220,,,286,33,20191111
n21736,n21736,Directed,191228,,,350,8,20191101
n36825,n21737,Directed,191244,,,283,31,20190930
n21738,n21738,Directed,191252,,,30,6,20191030
n25062,n21738,Directed,191257,,,84,10,20191020
n28171,n21738,Directed,191265,,,416,52,20191008
n28607,n21739,Directed,191273,,,31,7,20191111
n21740,n21740,Directed,191277,,,476,68,20191030
n21741,n21741,Directed,191284,,,98,6,20191101
n23859,n21741,Directed,191292,,,35,7,20191020
n34755,n21742,Directed,191297,,,6,6,20191008
n3274,n21743,Directed,191298,,,12,12,20191111
n28962,n21744,Directed,191299,,,10,10,20191102
n37526,n21745,Directed,191300,,,8,8,20191024
n3357,n21746,Directed,191301,,,24,6,20191102
n24185,n21747,Directed,191304,,,70,10,20191008
n17328,n21748,Directed,191311,,,168,7,20191025
n21749,n21749,Directed,191320,,,561,19,20191020
n24604,n21749,Directed,191327,,,660,49,20191024
n21750,n21750,Directed,191335,,,27,9,20191013
n16982,n21751,Directed,191337,,,6,6,20191102
n21751,n21751,Directed,191338,,,31,6,20191013
n20622,n21752,Directed,191341,,,12,6,20191101
n4624,n21753,Directed,191343,,,24,6,20190930
n21753,n21753,Directed,191347,,,56,27,20191008
n2296,n21754,Directed,191349,,,14,6,20190930
n20858,n21756,Directed,191351,,,63,9,20191111
n21757,n21757,Directed,191358,,,180,15,20191025
n21758,n21758,Directed,191367,,,518,44,20191030
n21759,n21759,Directed,191371,,,16,16,20191102
n21760,n21760,Directed,191372,,,1785,255,20191102
n5176,n21762,Directed,191379,,,48,6,20191102
n15737,n21763,Directed,191386,,,41,41,20191001
n21764,n21764,Directed,191387,,,181,181,20191102
n36835,n21765,Directed,191388,,,13,13,20191020
n27270,n21766,Directed,191389,,,6,6,20191112
n21767,n21767,Directed,191390,,,1124,36,20191101
n21768,n21768,Directed,191399,,,34,34,20191012
n30763,n21768,Directed,191400,,,9,9,20191008
n21769,n21769,Directed,191401,,,217,31,20191020
n10976,n21770,Directed,191408,,,71,8,20191101
n21770,n21770,Directed,191416,,,3613828,1085,20191101
n28287,n21770,Directed,191435,,,2253,13,20191101
n21771,n21771,Directed,191445,,,413,51,20191102
n21772,n21772,Directed,191453,,,438,73,20191008
n21773,n21773,Directed,191459,,,329,47,20191111
n21774,n21774,Directed,191466,,,833,119,20191012
n11095,n21775,Directed,191473,,,6,6,20191012
n21776,n21776,Directed,191474,,,142,71,20191009
n35705,n21777,Directed,191476,,,42,6,20191030
n16269,n21778,Directed,191483,,,8,8,20191111
n681,n21779,Directed,191484,,,196,6,20191001
n2864,n21779,Directed,191493,,,419,10,20191002
n11853,n21779,Directed,191508,,,223,6,20191001
n13530,n21779,Directed,191520,,,139,9,20191021
n13785,n21779,Directed,191528,,,363,6,20191001
n15017,n21779,Directed,191543,,,13,13,20191009
n16286,n21779,Directed,191544,,,97,19,20191031
n20947,n21779,Directed,191548,,,197,6,20191002
n39494,n21779,Directed,191557,,,269,11,20191001
n1943,n21780,Directed,191570,,,312,16,20191012
n2052,n21781,Directed,191574,,,23,23,20191020
n1943,n21782,Directed,191575,,,6,6,20191031
n16664,n21783,Directed,191576,,,42,7,20191020
n20679,n21784,Directed,191582,,,6,6,20191008
n8669,n21785,Directed,191583,,,60,6,20191101
n29202,n21786,Directed,191590,,,2761,14,20191010
n10941,n21787,Directed,191608,,,3529,115,20190930
n21787,n21787,Directed,191617,,,2649,311,20191102
n25534,n21787,Directed,191625,,,72,9,20191111
n14313,n21788,Directed,191633,,,19,19,20191020
n16320,n21788,Directed,191634,,,86,8,20191102
n21789,n21789,Directed,191641,,,294,42,20191111
n21790,n21790,Directed,191648,,,57,9,20191025
n16269,n21791,Directed,191654,,,38,6,20191001
n36921,n21792,Directed,191660,,,7,7,20190930
n21793,n21793,Directed,191661,,,72,9,20191030
n27279,n21794,Directed,191669,,,18,18,20191111
n21795,n21795,Directed,191670,,,402,80,20191020
n30763,n21796,Directed,191675,,,6,6,20191112
n11151,n21797,Directed,191676,,,49,7,20191024
n24572,n21798,Directed,191683,,,30,6,20191030
n16982,n21799,Directed,191688,,,6,6,20191001
n16269,n21800,Directed,191689,,,7,7,20191001
n1513,n21801,Directed,191690,,,263,31,20191024
n14391,n21801,Directed,191697,,,70,7,20191030
n27106,n21802,Directed,191703,,,12,6,20191024
n17328,n21803,Directed,191705,,,69,6,20191021
n6334,n21804,Directed,191713,,,132,14,20190930
n21805,n21805,Directed,191721,,,394,38,20190930
n21806,n21806,Directed,191730,,,26,13,20191008
n10780,n21807,Directed,191732,,,13,6,20191102
n21807,n21807,Directed,191734,,,290,86,20191012
n19100,n21808,Directed,191737,,,108,11,20191020
n818,n21809,Directed,191741,,,48,6,20191012
n13205,n21810,Directed,191749,,,139,6,20191101
n21811,n21811,Directed,191758,,,546,78,20191030
n21812,n21812,Directed,191765,,,78,9,20191008
n32541,n21812,Directed,191767,,,60,6,20190930
n15740,n21813,Directed,191769,,,56,7,20191008
n21814,n21814,Directed,191777,,,231,33,20191024
n19142,n21815,Directed,191784,,,56,8,20191012
n15623,n21816,Directed,191791,,,103,6,20191030
n1943,n21818,Directed,191793,,,47,6,20191114
n5003,n21819,Directed,191798,,,10,10,20191012
n20473,n21817,Directed,191799,,,9,9,20190930
n21817,n21817,Directed,191800,,,6,6,20191102
n21551,n21820,Directed,191801,,,55,7,20190930
n28019,n21820,Directed,191805,,,1077,6,20191031
n31099,n21820,Directed,191819,,,28,8,20190930
n1943,n21821,Directed,191822,,,76,6,20191014
n18050,n21821,Directed,191831,,,6,6,20191111
n21821,n21821,Directed,191832,,,359,9,20190930
n24329,n21821,Directed,191841,,,69,7,20191030
n25171,n21821,Directed,191847,,,16,6,20191024
n39843,n21822,Directed,191849,,,352,16,20191102
n21823,n21823,Directed,191858,,,184,23,20191002
n31392,n21824,Directed,191866,,,22,9,20191101
n16269,n21825,Directed,191868,,,9,9,20191102
n4241,n21826,Directed,191869,,,815,7,20191001
n21827,n21827,Directed,191878,,,129,43,20191008
n13155,n21828,Directed,191881,,,73,7,20191024
n16982,n21829,Directed,191889,,,6,6,20191008
n21830,n21830,Directed,191890,,,108,16,20191020
n16481,n21832,Directed,191895,,,21,6,20191024
n42,n21833,Directed,191898,,,42,6,20191012
n171,n21833,Directed,191905,,,102,34,20191030
n318,n21833,Directed,191907,,,36,6,20191012
n403,n21833,Directed,191913,,,42,6,20191102
n435,n21833,Directed,191920,,,42,6,20191101
n445,n21833,Directed,191927,,,129,6,20190930
n464,n21833,Directed,191935,,,86,7,20190930
n549,n21833,Directed,191944,,,104,12,20191102
n554,n21833,Directed,191951,,,76,7,20191102
n739,n21833,Directed,191959,,,36,6,20191111
n926,n21833,Directed,191965,,,290,34,20191111
n956,n21833,Directed,191972,,,30,6,20191030
n1033,n21833,Directed,191976,,,68,8,20191012
n1428,n21833,Directed,191983,,,42,6,20191008
n1538,n21833,Directed,191990,,,36,6,20191008
n1652,n21833,Directed,191996,,,36,6,20191020
n1700,n21833,Directed,192002,,,20,8,20191020
n1857,n21833,Directed,192004,,,300,60,20191030
n1887,n21833,Directed,192009,,,36,6,20191008
n1943,n21833,Directed,192015,,,16,7,20191010
n1978,n21833,Directed,192017,,,30,6,20191030
n2040,n21833,Directed,192022,,,13824,59,20191101
n2150,n21833,Directed,192031,,,42,6,20191020
n2294,n21833,Directed,192038,,,18,9,20191012
n2440,n21833,Directed,192040,,,36,6,20191020
n2595,n21833,Directed,192046,,,42,6,20191012
n2761,n21833,Directed,192053,,,36,8,20191008
n2930,n21833,Directed,192057,,,6,6,20191008
n3038,n21833,Directed,192058,,,74,8,20190930
n3129,n21833,Directed,192066,,,36,6,20191008
n3136,n21833,Directed,192072,,,383,40,20191001
n3281,n21833,Directed,192080,,,46,6,20191008
n3308,n21833,Directed,192087,,,525,35,20191012
n3455,n21833,Directed,192093,,,36,6,20191020
n3465,n21833,Directed,192099,,,30,9,20191102
n3467,n21833,Directed,192102,,,42,6,20191030
n3599,n21833,Directed,192109,,,42,6,20191008
n3747,n21833,Directed,192116,,,8,8,20191024
n3912,n21833,Directed,192117,,,42,6,20191024
n3947,n21833,Directed,192124,,,42,6,20191008
n3968,n21833,Directed,192131,,,42,6,20191020
n4000,n21833,Directed,192138,,,33,6,20191101
n4031,n21833,Directed,192143,,,63,6,20191102
n4047,n21833,Directed,192150,,,42,6,20191024
n4130,n21833,Directed,192157,,,96,6,20191111
n4570,n21833,Directed,192166,,,36,6,20191030
n4906,n21833,Directed,192172,,,42,6,20191024
n4973,n21833,Directed,192179,,,54,6,20191102
n4999,n21833,Directed,192186,,,30,10,20191008
n5015,n21833,Directed,192189,,,36,6,20191020
n5154,n21833,Directed,192195,,,42,6,20191020
n5233,n21833,Directed,192202,,,42,6,20191008
n5302,n21833,Directed,192209,,,87,11,20191030
n5384,n21833,Directed,192216,,,42,6,20191024
n5438,n21833,Directed,192223,,,8,8,20191030
n5465,n21833,Directed,192224,,,34,8,20191024
n5492,n21833,Directed,192228,,,36,6,20191020
n5494,n21833,Directed,192234,,,88,12,20191030
n5518,n21833,Directed,192241,,,42,6,20191030
n5792,n21833,Directed,192248,,,42,6,20191024
n6176,n21833,Directed,192255,,,36,6,20191030
n6182,n21833,Directed,192261,,,42,6,20191111
n6191,n21833,Directed,192268,,,44,6,20191024
n6217,n21833,Directed,192275,,,36,6,20191020
n6315,n21833,Directed,192281,,,588,49,20191020
n6334,n21833,Directed,192289,,,264,28,20190930
n6462,n21833,Directed,192297,,,16,8,20191024
n6523,n21833,Directed,192299,,,42,6,20191020
n6571,n21833,Directed,192306,,,42,6,20191102
n6659,n21833,Directed,192313,,,387,44,20191020
n6782,n21833,Directed,192321,,,114,6,20191101
n6838,n21833,Directed,192330,,,42,6,20191020
n6879,n21833,Directed,192337,,,168,42,20191030
n6953,n21833,Directed,192341,,,6,6,20191111
n7243,n21833,Directed,192342,,,36,6,20191020
n7383,n21833,Directed,192348,,,45,6,20191111
n7625,n21833,Directed,192353,,,42,6,20191008
n8001,n21833,Directed,192360,,,16,16,20191024
n8034,n21833,Directed,192361,,,30,6,20191008
n8159,n21833,Directed,192366,,,20,10,20191111
n8304,n21833,Directed,192368,,,36,6,20191020
n8325,n21833,Directed,192374,,,42,6,20191008
n8384,n21833,Directed,192381,,,42,6,20191020
n8488,n21833,Directed,192387,,,42,6,20191030
n8703,n21833,Directed,192394,,,6,6,20191030
n8735,n21833,Directed,192395,,,24,8,20191111
n8864,n21833,Directed,192398,,,42,6,20191024
n8872,n21833,Directed,192405,,,80,6,20190930
n9013,n21833,Directed,192413,,,12,12,20191024
n9065,n21833,Directed,192414,,,44,8,20191024
n9091,n21833,Directed,192419,,,16,8,20191024
n9199,n21833,Directed,192421,,,36,6,20191111
n9314,n21833,Directed,192427,,,42,6,20191012
n9431,n21833,Directed,192434,,,6,6,20191111
n9519,n21833,Directed,192435,,,315,9,20191001
n9569,n21833,Directed,192443,,,36,6,20191008
n9653,n21833,Directed,192449,,,42,6,20191102
n9719,n21833,Directed,192456,,,36,6,20191008
n9779,n21833,Directed,192462,,,293,28,20191102
n9820,n21833,Directed,192470,,,84,6,20191101
n9949,n21833,Directed,192479,,,30,6,20191024
n10109,n21833,Directed,192484,,,63,9,20191020
n10163,n21833,Directed,192491,,,30,6,20191102
n10196,n21833,Directed,192496,,,42,6,20191111
n10201,n21833,Directed,192503,,,42,6,20191012
n10250,n21833,Directed,192510,,,60,6,20191102
n10312,n21833,Directed,192517,,,44,6,20191008
n10352,n21833,Directed,192524,,,36,6,20191012
n10472,n21833,Directed,192530,,,42,6,20191008
n10496,n21833,Directed,192537,,,72,6,20191020
n10525,n21833,Directed,192546,,,36,6,20191030
n10586,n21833,Directed,192552,,,42,6,20191008
n10591,n21833,Directed,192559,,,28,8,20191030
n10651,n21833,Directed,192562,,,42,6,20191024
n10735,n21833,Directed,192569,,,24,12,20191012
n10932,n21833,Directed,192571,,,36,6,20191008
n10970,n21833,Directed,192577,,,36,6,20191030
n11108,n21833,Directed,192583,,,42,6,20191030
n11120,n21833,Directed,192590,,,36,6,20191111
n11133,n21833,Directed,192596,,,42,6,20191020
n11171,n21833,Directed,192603,,,24,8,20191111
n11241,n21833,Directed,192606,,,72,6,20191111
n11266,n21833,Directed,192614,,,36,6,20191030
n11278,n21833,Directed,192620,,,42,6,20191020
n11303,n21833,Directed,192627,,,7867,7,20191101
n11360,n21833,Directed,192637,,,42,6,20191102
n11447,n21833,Directed,192644,,,16,8,20191008
n11604,n21833,Directed,192646,,,6,6,20191008
n11621,n21833,Directed,192647,,,112,12,20191008
n11952,n21833,Directed,192654,,,8,8,20191024
n12076,n21833,Directed,192655,,,20,8,20191008
n12215,n21833,Directed,192657,,,12,6,20191024
n12224,n21833,Directed,192659,,,17,8,20191102
n12479,n21833,Directed,192661,,,4553,9,20191101
n12595,n21833,Directed,192671,,,12,6,20191024
n12629,n21833,Directed,192673,,,42,6,20191111
n12697,n21833,Directed,192680,,,16,8,20191024
n12819,n21833,Directed,192682,,,36,6,20191111
n12886,n21833,Directed,192688,,,36,6,20191008
n13042,n21833,Directed,192694,,,56,6,20191024
n13205,n21833,Directed,192700,,,38,6,20191012
n13229,n21833,Directed,192706,,,436,116,20191111
n13252,n21833,Directed,192708,,,36,6,20191012
n13359,n21833,Directed,192714,,,30,6,20191020
n13439,n21833,Directed,192719,,,36,6,20191020
n13485,n21833,Directed,192725,,,54,6,20191020
n13489,n21833,Directed,192731,,,42,6,20191024
n13571,n21833,Directed,192738,,,16,8,20191008
n13576,n21833,Directed,192740,,,42,6,20191111
n13906,n21833,Directed,192747,,,8,8,20191111
n14107,n21833,Directed,192748,,,84,8,20191102
n14307,n21833,Directed,192756,,,42,6,20191008
n14329,n21833,Directed,192763,,,21,6,20191024
n14458,n21833,Directed,192766,,,42,6,20191020
n14465,n21833,Directed,192773,,,6,6,20191030
n14478,n21833,Directed,192774,,,16,8,20191024
n14578,n21833,Directed,192776,,,12,12,20191012
n14603,n21833,Directed,192777,,,303,27,20191008
n14625,n21833,Directed,192784,,,42,6,20191111
n14695,n21833,Directed,192791,,,2063,8,20191021
n14773,n21833,Directed,192806,,,20,6,20191008
n14889,n21833,Directed,192809,,,60,6,20191102
n14996,n21833,Directed,192816,,,42,6,20191030
n15020,n21833,Directed,192823,,,42,6,20191012
n15166,n21833,Directed,192830,,,24,8,20191030
n15167,n21833,Directed,192833,,,16,8,20191008
n15233,n21833,Directed,192835,,,36,6,20191111
n15501,n21833,Directed,192841,,,36,6,20191012
n15540,n21833,Directed,192847,,,30,6,20191111
n15577,n21833,Directed,192852,,,30,6,20191024
n15774,n21833,Directed,192857,,,16,8,20191024
n15992,n21833,Directed,192859,,,185,185,20191024
n16043,n21833,Directed,192860,,,24,8,20191012
n16080,n21833,Directed,192863,,,42,6,20191008
n16089,n21833,Directed,192870,,,42,6,20191020
n16123,n21833,Directed,192877,,,42,6,20191030
n16140,n21833,Directed,192884,,,36,6,20191012
n16268,n21833,Directed,192890,,,32,8,20191020
n16379,n21833,Directed,192894,,,42,6,20191102
n16512,n21833,Directed,192901,,,65,10,20191012
n16540,n21833,Directed,192907,,,56,6,20191020
n16627,n21833,Directed,192914,,,42,6,20191008
n16753,n21833,Directed,192921,,,42,6,20191012
n16866,n21833,Directed,192928,,,42,6,20191024
n16924,n21833,Directed,192935,,,42,6,20191012
n16969,n21833,Directed,192942,,,172,6,20190930
n17038,n21833,Directed,192951,,,42,6,20191020
n17424,n21833,Directed,192958,,,36,6,20191111
n17613,n21833,Directed,192964,,,36,6,20191020
n17768,n21833,Directed,192970,,,42,6,20191024
n17887,n21833,Directed,192977,,,30,6,20191008
n18010,n21833,Directed,192982,,,10931,8,20191101
n18017,n21833,Directed,192992,,,56,6,20191020
n18113,n21833,Directed,192999,,,36,6,20191024
n18217,n21833,Directed,193005,,,9831,109,20190930
n18478,n21833,Directed,193015,,,42,6,20191024
n18690,n21833,Directed,193022,,,24,6,20191102
n18725,n21833,Directed,193025,,,36,6,20191030
n18881,n21833,Directed,193031,,,42,6,20191111
n18956,n21833,Directed,193038,,,42,6,20191012
n18988,n21833,Directed,193045,,,388,7,20191002
n19127,n21833,Directed,193054,,,36,6,20191020
n19234,n21833,Directed,193059,,,42,6,20191030
n19241,n21833,Directed,193066,,,581,41,20191001
n19576,n21833,Directed,193074,,,36,6,20191012
n19736,n21833,Directed,193080,,,60,6,20191102
n19738,n21833,Directed,193087,,,38,6,20191012
n19906,n21833,Directed,193092,,,42,6,20191102
n20281,n21833,Directed,193099,,,63,9,20191012
n20311,n21833,Directed,193106,,,36,6,20191111
n20336,n21833,Directed,193112,,,36,6,20191012
n20365,n21833,Directed,193118,,,36,6,20191012
n20426,n21833,Directed,193124,,,42,6,20191020
n20697,n21833,Directed,193131,,,8,8,20190930
n20824,n21833,Directed,193132,,,24,8,20191111
n20858,n21833,Directed,193134,,,42,6,20191008
n20878,n21833,Directed,193141,,,300,60,20191030
n20952,n21833,Directed,193145,,,42,6,20191030
n21007,n21833,Directed,193152,,,180,15,20190930
n21237,n21833,Directed,193161,,,42,6,20191102
n21252,n21833,Directed,193168,,,42,6,20191020
n21259,n21833,Directed,193175,,,28,8,20191030
n21419,n21833,Directed,193178,,,132,6,20190930
n21427,n21833,Directed,193186,,,126,6,20190930
n21663,n21833,Directed,193195,,,42,6,20191012
n21724,n21833,Directed,193202,,,42,6,20191111
n21833,n21833,Directed,193209,,,622092,472,20191101
n21843,n21833,Directed,193219,,,42,6,20191030
n22083,n21833,Directed,193226,,,42,6,20191012
n22379,n21833,Directed,193233,,,154,7,20190930
n22445,n21833,Directed,193241,,,3246,6,20191101
n22522,n21833,Directed,193251,,,114,6,20190930
n22648,n21833,Directed,193259,,,2027,6,20191101
n22659,n21833,Directed,193269,,,42,6,20191012
n22732,n21833,Directed,193276,,,42,6,20191101
n22952,n21833,Directed,193282,,,42,6,20191020
n23124,n21833,Directed,193289,,,60,6,20191102
n23267,n21833,Directed,193296,,,6,6,20191020
n23274,n21833,Directed,193297,,,42,6,20191012
n23478,n21833,Directed,193304,,,60,6,20191030
n23551,n21833,Directed,193310,,,36,6,20191012
n23552,n21833,Directed,193316,,,42,6,20191008
n23670,n21833,Directed,193323,,,77,7,20191102
n23686,n21833,Directed,193332,,,30,6,20191102
n23752,n21833,Directed,193337,,,42,6,20191024
n23836,n21833,Directed,193344,,,44,6,20191008
n23859,n21833,Directed,193351,,,13988,8,20191101
n23913,n21833,Directed,193362,,,63,9,20191024
n23927,n21833,Directed,193369,,,55,10,20191024
n24005,n21833,Directed,193373,,,226,9,20190930
n24160,n21833,Directed,193382,,,42,6,20191111
n24161,n21833,Directed,193389,,,42,6,20191008
n24550,n21833,Directed,193396,,,36,8,20191111
n24604,n21833,Directed,193400,,,15,6,20191008
n24605,n21833,Directed,193402,,,42,6,20191111
n24627,n21833,Directed,193409,,,36,6,20191012
n24663,n21833,Directed,193415,,,42,6,20191030
n24796,n21833,Directed,193422,,,36,6,20191012
n24972,n21833,Directed,193428,,,16,8,20191030
n25016,n21833,Directed,193430,,,36,6,20191008
n25033,n21833,Directed,193436,,,30,6,20191012
n25045,n21833,Directed,193441,,,36,6,20191111
n25207,n21833,Directed,193447,,,18,6,20191008
n25248,n21833,Directed,193450,,,12,6,20191008
n25284,n21833,Directed,193452,,,42,6,20191102
n25306,n21833,Directed,193459,,,128,6,20191101
n25460,n21833,Directed,193468,,,102,12,20191025
n25632,n21833,Directed,193474,,,96,8,20191020
n25658,n21833,Directed,193483,,,42,6,20191030
n25787,n21833,Directed,193490,,,8,8,20191001
n25935,n21833,Directed,193491,,,42,6,20191102
n25990,n21833,Directed,193498,,,36,6,20191012
n26010,n21833,Directed,193504,,,57,6,20191030
