Source,Target,Type,Id,Label,timeset,Weight,e_weight,e_crawldate
n26192,n21833,Directed,193511,,,36,6,20191111
n26208,n21833,Directed,193517,,,32,8,20191008
n26380,n21833,Directed,193521,,,42,6,20191102
n26560,n21833,Directed,193528,,,60,6,20191020
n26758,n21833,Directed,193535,,,42,6,20191030
n26782,n21833,Directed,193542,,,24,6,20191020
n26804,n21833,Directed,193546,,,36,6,20191111
n26859,n21833,Directed,193552,,,42,6,20191102
n27195,n21833,Directed,193559,,,42,6,20191020
n27219,n21833,Directed,193566,,,8,8,20191024
n27282,n21833,Directed,193567,,,46,12,20191008
n27320,n21833,Directed,193570,,,258,26,20191030
n27546,n21833,Directed,193578,,,42,6,20191024
n28172,n21833,Directed,193585,,,63,9,20191024
n28185,n21833,Directed,193592,,,36,6,20191024
n28287,n21833,Directed,193598,,,135,12,20191111
n28404,n21833,Directed,193606,,,42,6,20191008
n28621,n21833,Directed,193613,,,63,9,20191024
n28674,n21833,Directed,193620,,,42,6,20191111
n28741,n21833,Directed,193627,,,48,8,20191030
n28853,n21833,Directed,193633,,,42,6,20191008
n28893,n21833,Directed,193640,,,42,6,20191111
n28927,n21833,Directed,193647,,,6,6,20191024
n28954,n21833,Directed,193648,,,6,6,20191008
n29090,n21833,Directed,193649,,,42,6,20191020
n29136,n21833,Directed,193656,,,18,18,20191012
n29269,n21833,Directed,193657,,,22,6,20191102
n29273,n21833,Directed,193660,,,42,6,20191111
n29323,n21833,Directed,193667,,,42,6,20191102
n29412,n21833,Directed,193674,,,20464,6,20191009
n29556,n21833,Directed,193687,,,132,6,20190930
n29754,n21833,Directed,193695,,,7,7,20191008
n29924,n21833,Directed,193696,,,40,10,20191030
n30011,n21833,Directed,193699,,,126,6,20190930
n30021,n21833,Directed,193707,,,36,6,20191111
n30055,n21833,Directed,193713,,,42,6,20191111
n30114,n21833,Directed,193720,,,36,6,20191020
n30335,n21833,Directed,193726,,,42,6,20191008
n30405,n21833,Directed,193733,,,70,9,20191030
n30511,n21833,Directed,193735,,,36,6,20191024
n30707,n21833,Directed,193741,,,337,73,20191030
n30712,n21833,Directed,193744,,,36,6,20191020
n30742,n21833,Directed,193750,,,4262,12,20191101
n30909,n21833,Directed,193760,,,42,6,20191020
n30998,n21833,Directed,193767,,,42,6,20191102
n31068,n21833,Directed,193774,,,92,8,20191020
n31121,n21833,Directed,193782,,,36,6,20191008
n31188,n21833,Directed,193788,,,20,10,20191012
n31229,n21833,Directed,193790,,,105,7,20190930
n31413,n21833,Directed,193799,,,42,6,20191012
n31531,n21833,Directed,193806,,,42,6,20191030
n31630,n21833,Directed,193813,,,42,6,20191111
n31720,n21833,Directed,193820,,,42,6,20191030
n31968,n21833,Directed,193827,,,42,6,20191111
n32118,n21833,Directed,193834,,,42,6,20191102
n32143,n21833,Directed,193841,,,42,6,20191024
n32216,n21833,Directed,193848,,,66,6,20191111
n32338,n21833,Directed,193856,,,42,6,20191012
n32362,n21833,Directed,193863,,,42,6,20191102
n32430,n21833,Directed,193870,,,8,8,20191030
n32443,n21833,Directed,193871,,,36,6,20191024
n32573,n21833,Directed,193877,,,97,7,20191101
n32681,n21833,Directed,193886,,,18,6,20191030
n32909,n21833,Directed,193889,,,36,6,20191020
n32964,n21833,Directed,193895,,,6882,54,20191021
n32998,n21833,Directed,193906,,,42,6,20191012
n33010,n21833,Directed,193913,,,96,6,20191101
n33096,n21833,Directed,193922,,,63,9,20191020
n33222,n21833,Directed,193929,,,82,7,20191012
n33333,n21833,Directed,193935,,,77,7,20191030
n33356,n21833,Directed,193944,,,22,6,20191012
n33438,n21833,Directed,193947,,,66,6,20191102
n33480,n21833,Directed,193955,,,42,6,20191020
n33483,n21833,Directed,193962,,,42,6,20191111
n33613,n21833,Directed,193969,,,42,6,20191008
n33709,n21833,Directed,193976,,,30,6,20191030
n33837,n21833,Directed,193981,,,36,6,20191008
n33876,n21833,Directed,193987,,,24,8,20191008
n34059,n21833,Directed,193990,,,42,6,20191102
n34183,n21833,Directed,193997,,,8,8,20191024
n34349,n21833,Directed,193998,,,42,6,20191020
n34417,n21833,Directed,194005,,,18,6,20191024
n34422,n21833,Directed,194008,,,42,6,20191020
n34430,n21833,Directed,194015,,,6,6,20191024
n34450,n21833,Directed,194016,,,36,6,20191024
n34515,n21833,Directed,194022,,,30,10,20191012
n34569,n21833,Directed,194025,,,20,10,20191008
n34741,n21833,Directed,194027,,,36,6,20191012
n34864,n21833,Directed,194033,,,13,6,20191012
n34887,n21833,Directed,194035,,,226,12,20191101
n35045,n21833,Directed,194044,,,6,6,20190930
n35130,n21833,Directed,194045,,,12,6,20191024
n35189,n21833,Directed,194047,,,42,6,20191008
n35205,n21833,Directed,194054,,,36,6,20191008
n35249,n21833,Directed,194060,,,6671,6,20191101
n35273,n21833,Directed,194070,,,42,6,20191024
n35579,n21833,Directed,194077,,,240,60,20191020
n35581,n21833,Directed,194081,,,71,7,20191030
n35705,n21833,Directed,194088,,,63,9,20191008
n35766,n21833,Directed,194095,,,36,6,20191008
n35850,n21833,Directed,194101,,,6,6,20191008
n35866,n21833,Directed,194102,,,42,6,20191024
n35872,n21833,Directed,194109,,,56,8,20191020
n36014,n21833,Directed,194116,,,19753,20,20191025
n36147,n21833,Directed,194128,,,42,6,20191020
n36171,n21833,Directed,194135,,,42,6,20191024
n36339,n21833,Directed,194142,,,36,6,20191111
n36364,n21833,Directed,194148,,,55,10,20191008
n36651,n21833,Directed,194153,,,36,8,20191111
n36749,n21833,Directed,194157,,,40,8,20191030
n36923,n21833,Directed,194161,,,36,6,20191020
n37047,n21833,Directed,194167,,,42,6,20191020
n37058,n21833,Directed,194174,,,42,6,20191012
n37150,n21833,Directed,194181,,,36,6,20191012
n37606,n21833,Directed,194187,,,30,6,20191012
n37822,n21833,Directed,194192,,,80,8,20191012
n37865,n21833,Directed,194199,,,42,6,20191012
n37940,n21833,Directed,194206,,,20,8,20191012
n37972,n21833,Directed,194208,,,36,6,20191008
n38033,n21833,Directed,194214,,,1538,8,20191101
n38210,n21833,Directed,194224,,,42,6,20191020
n38314,n21833,Directed,194231,,,36,6,20191030
n38413,n21833,Directed,194237,,,42,6,20191008
n38415,n21833,Directed,194244,,,36,6,20191020
n38484,n21833,Directed,194250,,,30,6,20191101
n38567,n21833,Directed,194255,,,713,10,20190930
n38811,n21833,Directed,194264,,,63,9,20191030
n39187,n21833,Directed,194271,,,84,6,20191024
n39195,n21833,Directed,194280,,,36,6,20191020
n39259,n21833,Directed,194286,,,42,6,20191030
n39289,n21833,Directed,194293,,,42,6,20191102
n39523,n21833,Directed,194300,,,42,6,20191020
n39581,n21833,Directed,194305,,,42,6,20191012
n39810,n21833,Directed,194312,,,56,6,20191102
n39844,n21833,Directed,194318,,,20,6,20191024
n39875,n21833,Directed,194321,,,60,6,20191102
n39944,n21833,Directed,194328,,,30,6,20191012
n39997,n21833,Directed,194333,,,18,8,20191102
n40058,n21833,Directed,194335,,,36,8,20191030
n40240,n21833,Directed,194339,,,42,6,20191012
n40295,n21833,Directed,194346,,,32,8,20191008
n5176,n21835,Directed,194349,,,48,6,20191102
n1943,n21836,Directed,194356,,,51,7,20191113
n16269,n21837,Directed,194362,,,6,6,20191012
n21838,n21838,Directed,194363,,,1166,82,20191101
n39494,n21838,Directed,194366,,,12,12,20191009
n21839,n21839,Directed,194367,,,161,23,20191102
n34702,n21840,Directed,194374,,,6,6,20191025
n1943,n21841,Directed,194375,,,119,6,20191024
n3357,n21842,Directed,194382,,,30,6,20191102
n5524,n21843,Directed,194384,,,30,6,20191111
n21843,n21843,Directed,194389,,,2112,96,20190930
n31823,n21844,Directed,194397,,,2177,21,20191001
n14695,n21845,Directed,194406,,,1527,6,20191021
n21846,n21846,Directed,194421,,,2270,1116,20191111
n19212,n21847,Directed,194423,,,6,6,20191030
n10633,n21848,Directed,194424,,,174,6,20190930
n34183,n21848,Directed,194433,,,81,8,20191030
n17568,n21849,Directed,194442,,,814,13,20191101
n21850,n21850,Directed,194451,,,761,207,20191021
n27185,n21850,Directed,194454,,,20,8,20191021
n21851,n21851,Directed,194456,,,238,34,20191020
n3269,n21852,Directed,194463,,,20,6,20191030
n14996,n21853,Directed,194466,,,42,6,20191102
n21854,n21854,Directed,194473,,,52,52,20191102
n25124,n21854,Directed,194474,,,55,7,20191030
n7040,n21855,Directed,194481,,,48,6,20191012
n21855,n21855,Directed,194489,,,258,6,20190930
n38990,n21855,Directed,194498,,,48,6,20191024
n21856,n21856,Directed,194506,,,622,88,20191111
n1943,n21857,Directed,194513,,,6,6,20191102
n21858,n21858,Directed,194514,,,64,8,20191111
n21859,n21859,Directed,194522,,,90,6,20191112
n38477,n21860,Directed,194530,,,6,6,20191024
n38227,n21861,Directed,194531,,,16,8,20191102
n3981,n21862,Directed,194533,,,6,6,20191024
n7732,n21862,Directed,194534,,,20,10,20191102
n16982,n21862,Directed,194536,,,16,6,20191111
n20473,n21862,Directed,194538,,,9,9,20190930
n21862,n21862,Directed,194539,,,140,140,20191111
n27086,n21862,Directed,194540,,,39,6,20191012
n38074,n21862,Directed,194543,,,7,7,20191012
n18350,n21863,Directed,194544,,,96,24,20191020
n3454,n21864,Directed,194548,,,12,6,20191102
n36833,n21865,Directed,194550,,,60,6,20191030
n20458,n21866,Directed,194557,,,6,6,20191102
n21866,n21866,Directed,194558,,,48,48,20191021
n8487,n21867,Directed,194559,,,3589,50,20191012
n21868,n21868,Directed,194570,,,80,16,20191009
n21235,n21870,Directed,194573,,,6,6,20191002
n26610,n21869,Directed,194574,,,10,10,20191012
n35206,n21871,Directed,194575,,,48,6,20191030
n8899,n21872,Directed,194579,,,22,6,20191024
n3357,n21873,Directed,194582,,,18,6,20191111
n16269,n21874,Directed,194584,,,6,6,20191111
n1943,n21877,Directed,194585,,,18,6,20191022
n2468,n21876,Directed,194588,,,168,6,20190930
n4865,n21876,Directed,194596,,,116,8,20191102
n23247,n21876,Directed,194604,,,6,6,20191020
n37526,n21876,Directed,194605,,,522,6,20191013
n3046,n21879,Directed,194615,,,6,6,20191008
n3164,n21878,Directed,194616,,,193,7,20191021
n1943,n21880,Directed,194628,,,7,7,20191031
n5177,n21881,Directed,194629,,,341,14,20191024
n5920,n21881,Directed,194635,,,1461,13,20191013
n7132,n21881,Directed,194647,,,274,11,20191102
n11878,n21881,Directed,194656,,,89,89,20191030
n15790,n21881,Directed,194657,,,533,17,20191021
n18566,n21881,Directed,194667,,,78,78,20191020
n21881,n21881,Directed,194668,,,6,6,20191030
n22986,n21881,Directed,194669,,,8,8,20191111
n31341,n21881,Directed,194670,,,139,67,20191111
n30798,n21882,Directed,194672,,,12,6,20191012
n4882,n21883,Directed,194674,,,6,6,20191008
n12393,n21883,Directed,194675,,,497,63,20191020
n21883,n21883,Directed,194682,,,189,27,20191024
n3357,n21884,Directed,194689,,,56,6,20191020
n22070,n21885,Directed,194695,,,64,8,20191111
n31902,n21886,Directed,194702,,,12,12,20191030
n21887,n21887,Directed,194703,,,72,36,20191008
n38321,n21888,Directed,194705,,,41,6,20191012
n30763,n21889,Directed,194711,,,6,6,20191002
n21890,n21890,Directed,194712,,,13,13,20191008
n3432,n21891,Directed,194713,,,6,6,20191024
n21833,n21892,Directed,194714,,,33,7,20191111
n1943,n21893,Directed,194717,,,7,7,20191022
n18244,n21894,Directed,194718,,,8,8,20191008
n21894,n21894,Directed,194719,,,157,67,20191020
n25631,n21895,Directed,194721,,,40,10,20191102
n21896,n21896,Directed,194725,,,60,10,20191024
n21897,n21897,Directed,194731,,,317,51,20191008
n21881,n21899,Directed,194737,,,14,14,20190930
n21898,n21899,Directed,194738,,,111,13,20191008
n16269,n21900,Directed,194746,,,30,10,20191001
n38019,n21901,Directed,194749,,,34,16,20191102
n16269,n21902,Directed,194751,,,25,6,20191008
n30763,n21903,Directed,194754,,,33,6,20191009
n21904,n21904,Directed,194757,,,1689,78,20190930
n39494,n21905,Directed,194765,,,82,6,20191002
n16353,n21907,Directed,194772,,,65,14,20190930
n19678,n21906,Directed,194774,,,3240,16,20190930
n21906,n21906,Directed,194783,,,4372,69,20191001
n17150,n21908,Directed,194793,,,22,11,20191024
n21910,n21910,Directed,194795,,,183,183,20191102
n25460,n21911,Directed,194796,,,30,6,20191024
n27281,n21912,Directed,194801,,,13,13,20191102
n4176,n21913,Directed,194802,,,42,7,20190930
n8162,n21913,Directed,194808,,,15,6,20191025
n9539,n21913,Directed,194810,,,62,7,20191008
n10700,n21913,Directed,194817,,,25,7,20191102
n14282,n21913,Directed,194820,,,11,11,20191012
n14508,n21913,Directed,194821,,,108,18,20191030
n17808,n21913,Directed,194827,,,56,8,20191111
n20013,n21913,Directed,194834,,,169,55,20191102
n24288,n21913,Directed,194837,,,49,7,20191020
n25787,n21913,Directed,194844,,,12,12,20191001
n28242,n21913,Directed,194845,,,70,10,20191008
n29610,n21913,Directed,194852,,,42,6,20191012
n31163,n21913,Directed,194859,,,48,8,20191020
n33640,n21913,Directed,194865,,,9,9,20191012
n36654,n21913,Directed,194866,,,6,6,20191012
n37779,n21913,Directed,194867,,,45,9,20191024
n21914,n21914,Directed,194872,,,11,11,20191002
n16269,n21915,Directed,194873,,,6,6,20191001
n21163,n21916,Directed,194874,,,24,6,20191111
n171,n21918,Directed,194878,,,18,6,20191030
n3357,n21917,Directed,194880,,,12,12,20191020
n21919,n21919,Directed,194881,,,70,35,20191009
n1687,n21920,Directed,194883,,,79,8,20191012
n2670,n21920,Directed,194890,,,67,8,20191030
n3357,n21920,Directed,194897,,,224,10,20190930
n3362,n21920,Directed,194905,,,77,6,20191025
n3408,n21920,Directed,194913,,,68,8,20191012
n13451,n21920,Directed,194920,,,66,8,20191012
n14766,n21920,Directed,194927,,,65,8,20191012
n20186,n21920,Directed,194934,,,67,8,20191012
n20459,n21920,Directed,194941,,,68,8,20191020
n20987,n21920,Directed,194948,,,63,8,20191030
n23137,n21920,Directed,194955,,,62,8,20191024
n26737,n21920,Directed,194962,,,72,8,20191008
n27635,n21920,Directed,194969,,,64,8,20191008
n30181,n21920,Directed,194976,,,65,8,20191030
n31700,n21920,Directed,194983,,,64,8,20191030
n31794,n21920,Directed,194990,,,65,8,20191012
n38273,n21920,Directed,194997,,,64,8,20191008
n10708,n21921,Directed,195004,,,174,6,20191101
n35177,n21921,Directed,195013,,,65,8,20191101
n39659,n21921,Directed,195021,,,20,6,20191102
n36676,n21922,Directed,195024,,,80,7,20191020
n21923,n21923,Directed,195031,,,574,82,20191030
n29281,n21924,Directed,195038,,,105,6,20191009
n21925,n21925,Directed,195046,,,80,20,20191030
n21926,n21926,Directed,195050,,,160,10,20191025
n17328,n21927,Directed,195062,,,80,10,20191025
n3357,n21928,Directed,195070,,,12,6,20191102
n2716,n21929,Directed,195072,,,131,6,20191101
n21930,n21930,Directed,195080,,,112,14,20191112
n21932,n21932,Directed,195088,,,55,55,20191111
n21933,n21933,Directed,195089,,,168,15,20191101
n20534,n21934,Directed,195096,,,108,8,20191102
n21935,n21935,Directed,195104,,,1034,8,20191024
n17780,n21936,Directed,195114,,,375,20,20191101
n9547,n21937,Directed,195123,,,13,6,20191008
n21938,n21938,Directed,195125,,,233,233,20191024
n4472,n21939,Directed,195126,,,39,8,20190930
n1360,n21940,Directed,195129,,,886,6,20190930
n21940,n21940,Directed,195140,,,953,93,20191111
n18004,n21941,Directed,195146,,,6,6,20191012
n35844,n21942,Directed,195147,,,8,8,20191024
n21943,n21943,Directed,195148,,,18,6,20191030
n21944,n21944,Directed,195151,,,68,68,20191102
n21945,n21945,Directed,195152,,,11,11,20191001
n21946,n21946,Directed,195153,,,9,9,20191111
n4448,n21947,Directed,195154,,,24,8,20191102
n9791,n21948,Directed,195157,,,1723,8,20190930
n21948,n21948,Directed,195166,,,1162,37,20191102
n21949,n21949,Directed,195174,,,235,235,20190930
n28462,n21950,Directed,195175,,,711,6,20191030
n16269,n21951,Directed,195181,,,26,26,20191111
n9564,n21952,Directed,195182,,,24,6,20191012
n21235,n21953,Directed,195186,,,13,13,20191002
n21954,n21954,Directed,195187,,,9,9,20191024
n36786,n21955,Directed,195188,,,208,102,20191030
n31568,n21956,Directed,195190,,,21,8,20191012
n3295,n21957,Directed,195192,,,6,6,20191024
n7592,n21958,Directed,195193,,,116,10,20191024
n21958,n21958,Directed,195203,,,14,14,20191020
n38866,n21958,Directed,195204,,,11,11,20191111
n21959,n21959,Directed,195205,,,2585,158,20191021
n3357,n21960,Directed,195215,,,968,16,20191001
n16269,n21961,Directed,195223,,,6,6,20191111
n30039,n21962,Directed,195224,,,496,12,20191001
n28564,n21963,Directed,195234,,,10,10,20191012
n15740,n21964,Directed,195235,,,3144,106,20191001
n21965,n21965,Directed,195244,,,62,62,20191020
n21833,n21966,Directed,195245,,,8,8,20191012
n21967,n21967,Directed,195246,,,298,49,20191012
n25124,n21968,Directed,195252,,,55,7,20191008
n21833,n21969,Directed,195259,,,10,10,20191024
n21970,n21970,Directed,195260,,,229359,312,20190930
n4654,n21972,Directed,195276,,,47,12,20191008
n21973,n21973,Directed,195279,,,196,196,20191008
n21974,n21974,Directed,195280,,,178,58,20191102
n3357,n21975,Directed,195283,,,296,10,20190930
n36784,n21976,Directed,195291,,,16,16,20191024
n18244,n21977,Directed,195292,,,6,6,20191008
n21978,n21978,Directed,195293,,,1211,173,20191020
n1943,n21979,Directed,195300,,,6,6,20191003
n21979,n21979,Directed,195301,,,2499,2499,20191111
n16269,n21980,Directed,195302,,,6,6,20191111
n21981,n21981,Directed,195303,,,744,93,20191008
n21293,n21982,Directed,195311,,,174,6,20190930
n27219,n21982,Directed,195320,,,63,7,20191101
n30139,n21983,Directed,195328,,,22,6,20191008
n2239,n21985,Directed,195331,,,70,8,20191020
n9359,n21986,Directed,195335,,,167,19,20191111
n21984,n21984,Directed,195343,,,53,53,20191111
n40438,n21987,Directed,195344,,,63,9,20191111
n14212,n21988,Directed,195351,,,12,6,20191030
n21989,n21989,Directed,195353,,,46,46,20191111
n1943,n21990,Directed,195354,,,6,6,20191022
n23222,n21990,Directed,195355,,,40,6,20191102
n21991,n21991,Directed,195359,,,234,25,20191101
n5176,n21992,Directed,195362,,,48,6,20191102
n21993,n21993,Directed,195369,,,854,854,20191020
n12361,n21994,Directed,195370,,,20,7,20191111
n20375,n21995,Directed,195372,,,342,18,20190930
n5176,n21997,Directed,195380,,,13,6,20191102
n21996,n21996,Directed,195382,,,28,8,20191020
n11651,n21998,Directed,195385,,,38,6,20191102
n1943,n21999,Directed,195390,,,87,8,20191111
n21770,n21999,Directed,195394,,,56,7,20191031
n8315,n22000,Directed,195402,,,21,7,20191024
n4353,n22001,Directed,195405,,,27,6,20191102
n6210,n22001,Directed,195408,,,30,6,20191021
n15971,n22001,Directed,195412,,,612,18,20191101
n20537,n22001,Directed,195421,,,4725,15,20191101
n30932,n22001,Directed,195430,,,12,6,20191012
n32675,n22001,Directed,195432,,,210,15,20191111
n15957,n22002,Directed,195440,,,36,36,20190930
n3357,n22003,Directed,195441,,,30,6,20191111
n1943,n22004,Directed,195444,,,33,11,20191003
n22004,n22004,Directed,195447,,,441,62,20191102
n22005,n22005,Directed,195453,,,52,52,20191008
n39691,n22006,Directed,195454,,,6,6,20191020
n3596,n22007,Directed,195455,,,301,10,20190930
n28287,n22007,Directed,195464,,,2277,13,20191101
n36542,n22007,Directed,195474,,,42,6,20191111
n1943,n22008,Directed,195481,,,21,7,20191024
n22009,n22009,Directed,195484,,,224,32,20191012
n22010,n22010,Directed,195491,,,180,90,20191020
n37266,n22011,Directed,195493,,,25,8,20191030
n16269,n22012,Directed,195496,,,25,6,20191030
n22013,n22013,Directed,195500,,,777,32,20191102
n10250,n22015,Directed,195509,,,36,6,20191020
n17031,n22016,Directed,195515,,,42,7,20191020
n22368,n22016,Directed,195520,,,257,13,20191111
n39659,n22017,Directed,195528,,,18,6,20191111
n22018,n22018,Directed,195531,,,91,13,20191112
n20498,n22019,Directed,195538,,,63,6,20191008
n24628,n22020,Directed,195545,,,37,6,20191024
n2288,n22021,Directed,195550,,,7,7,20191020
n14789,n22021,Directed,195551,,,3858,6,20191101
n3357,n22022,Directed,195561,,,142,10,20191030
n12774,n22023,Directed,195568,,,48,24,20191030
n11832,n22024,Directed,195570,,,25,25,20191030
n15830,n22024,Directed,195571,,,72,72,20191111
n10775,n22025,Directed,195572,,,6,6,20191024
n16269,n22026,Directed,195573,,,7,7,20191001
n38479,n22028,Directed,195574,,,124,8,20191111
n13326,n22029,Directed,195581,,,112,14,20191020
n6529,n22030,Directed,195589,,,590,8,20191013
n27295,n22031,Directed,195602,,,20,20,20191031
n5177,n22032,Directed,195603,,,156,8,20190930
n5920,n22032,Directed,195608,,,1020,32,20191112
